7,0,0,0,500,0,499,1
7,0,0,10,500,0,499,1
7,0,0,20,500,0,499,1
7,0,0,30,500,0,499,1
7,0,0,40,500,0,499,1
7,0,0,50,500,0,499,1
7,0.1,0,0,500,0,499,1
7,0.1,0,10,500,0,499,1
20,0.1,0,20,500,0,0,500
16,0.1,0,30,500,0,0,500
14,0.1,0,40,500,0,0,500
13,0.1,0,50,500,0,0,500
7,0.2,0,0,500,0,499,1
20,0.2,0,10,500,0,0,500
14,0.2,0,20,500,0,0,500
13,0.2,0,30,500,0,0,500
12,0.2,0,40,500,0,0,500
11,0.2,0,50,500,0,0,500
7,0.3,0,0,500,0,499,1
14,0.3,0,10,500,0,0,500
12,0.3,0,20,500,0,0,500
11,0.3,0,30,500,0,0,500
11,0.3,0,40,500,0,0,500
10,0.3,0,50,500,0,0,500
7,0.4,0,0,500,0,499,1
14,0.4,0,10,500,0,0,500
12,0.4,0,20,500,0,0,500
11,0.4,0,30,500,0,0,500
11,0.4,0,40,500,0,0,500
10,0.4,0,50,500,0,0,500
7,0.5,0,0,500,0,499,1
13,0.5,0,10,500,0,0,500
11,0.5,0,20,500,0,0,500
11,0.5,0,30,500,0,0,500
10,0.5,0,40,500,0,0,500
10,0.5,0,50,500,0,0,500
7,0.6,0,0,500,0,499,1
12,0.6,0,10,500,0,0,500
11,0.6,0,20,500,0,0,500
10,0.6,0,30,500,0,0,500
10,0.6,0,40,500,0,0,500
10,0.6,0,50,500,0,0,500
7,0.7,0,0,500,0,499,1
12,0.7,0,10,500,0,0,500
11,0.7,0,20,500,0,0,500
10,0.7,0,30,500,0,0,500
10,0.7,0,40,500,0,0,500
10,0.7,0,50,500,0,0,500
7,0.8,0,0,500,0,499,1
11,0.8,0,10,500,0,0,500
10,0.8,0,20,500,0,0,500
10,0.8,0,30,500,0,0,500
10,0.8,0,40,500,0,0,500
10,0.8,0,50,500,0,0,500
7,0.9,0,0,500,0,499,1
11,0.9,0,10,500,0,0,500
10,0.9,0,20,500,0,0,500
10,0.9,0,30,500,0,0,500
10,0.9,0,40,500,0,0,500
10,0.9,0,50,500,0,0,500
7,1,0,0,500,0,499,1
11,1,0,10,500,0,0,500
10,1,0,20,500,0,0,500
10,1,0,30,500,0,0,500
10,1,0,40,500,0,0,500
10,1,0,50,500,0,0,500
7,0,0.1,0,500,0,449,1
7,0,0.1,10,500,0,449,1
7,0,0.1,20,500,0,449,1
7,0,0.1,30,500,0,449,1
7,0,0.1,40,500,0,449,1
7,0,0.1,50,500,0,449,1
7,0.1,0.1,0,500,0,449,1
27,0.1,0.1,10,500,0,18,432
18,0.1,0.1,20,500,0,0,450
15,0.1,0.1,30,500,0,0,450
14,0.1,0.1,40,500,0,0,450
13,0.1,0.1,50,500,0,0,450
7,0.2,0.1,0,500,0,449,1
19,0.2,0.1,10,500,0,1,449
14,0.2,0.1,20,500,0,0,450
13,0.2,0.1,30,500,0,0,450
12,0.2,0.1,40,500,0,0,450
11,0.2,0.1,50,500,0,0,450
7,0.3,0.1,0,500,0,449,1
14,0.3,0.1,10,500,0,0,450
12,0.3,0.1,20,500,0,0,450
11,0.3,0.1,30,500,0,0,450
11,0.3,0.1,40,500,0,0,450
10,0.3,0.1,50,500,0,0,450
7,0.4,0.1,0,500,0,449,1
14,0.4,0.1,10,500,0,0,450
12,0.4,0.1,20,500,0,0,450
11,0.4,0.1,30,500,0,0,450
11,0.4,0.1,40,500,0,0,450
10,0.4,0.1,50,500,0,0,450
7,0.5,0.1,0,500,0,449,1
13,0.5,0.1,10,500,0,0,450
11,0.5,0.1,20,500,0,0,450
11,0.5,0.1,30,500,0,0,450
10,0.5,0.1,40,500,0,0,450
10,0.5,0.1,50,500,0,0,450
7,0.6,0.1,0,500,0,449,1
13,0.6,0.1,10,500,0,0,450
11,0.6,0.1,20,500,0,0,450
11,0.6,0.1,30,500,0,0,450
10,0.6,0.1,40,500,0,0,450
10,0.6,0.1,50,500,0,0,450
7,0.7,0.1,0,500,0,449,1
12,0.7,0.1,10,500,0,0,450
11,0.7,0.1,20,500,0,0,450
10,0.7,0.1,30,500,0,0,450
10,0.7,0.1,40,500,0,0,450
10,0.7,0.1,50,500,0,0,450
7,0.8,0.1,0,500,0,449,1
12,0.8,0.1,10,500,0,0,450
11,0.8,0.1,20,500,0,0,450
10,0.8,0.1,30,500,0,0,450
10,0.8,0.1,40,500,0,0,450
10,0.8,0.1,50,500,0,0,450
7,0.9,0.1,0,500,0,449,1
12,0.9,0.1,10,500,0,0,450
11,0.9,0.1,20,500,0,0,450
10,0.9,0.1,30,500,0,0,450
10,0.9,0.1,40,500,0,0,450
10,0.9,0.1,50,500,0,0,450
7,1,0.1,0,500,0,449,1
11,1,0.1,10,500,0,0,450
10,1,0.1,20,500,0,0,450
10,1,0.1,30,500,0,0,450
10,1,0.1,40,500,0,0,450
10,1,0.1,50,500,0,0,450
7,0,0.2,0,500,0,399,1
7,0,0.2,10,500,0,399,1
7,0,0.2,20,500,0,399,1
7,0,0.2,30,500,0,399,1
7,0,0.2,40,500,0,399,1
7,0,0.2,50,500,0,399,1
7,0.1,0.2,0,500,0,399,1
26,0.1,0.2,10,500,0,23,377
19,0.1,0.2,20,500,0,0,400
15,0.1,0.2,30,500,0,0,400
14,0.1,0.2,40,500,0,0,400
13,0.1,0.2,50,500,0,0,400
7,0.2,0.2,0,500,0,399,1
19,0.2,0.2,10,500,0,0,400
14,0.2,0.2,20,500,0,0,400
12,0.2,0.2,30,500,0,0,400
12,0.2,0.2,40,500,0,0,400
11,0.2,0.2,50,500,0,0,400
7,0.3,0.2,0,500,0,399,1
16,0.3,0.2,10,500,0,0,400
13,0.3,0.2,20,500,0,0,400
12,0.3,0.2,30,500,0,0,400
11,0.3,0.2,40,500,0,0,400
11,0.3,0.2,50,500,0,0,400
7,0.4,0.2,0,500,0,399,1
14,0.4,0.2,10,500,0,0,400
12,0.4,0.2,20,500,0,0,400
11,0.4,0.2,30,500,0,0,400
11,0.4,0.2,40,500,0,0,400
10,0.4,0.2,50,500,0,0,400
7,0.5,0.2,0,500,0,399,1
14,0.5,0.2,10,500,0,0,400
12,0.5,0.2,20,500,0,0,400
11,0.5,0.2,30,500,0,0,400
10,0.5,0.2,40,500,0,0,400
10,0.5,0.2,50,500,0,0,400
7,0.6,0.2,0,500,0,399,1
14,0.6,0.2,10,500,0,0,400
11,0.6,0.2,20,500,0,0,400
11,0.6,0.2,30,500,0,0,400
10,0.6,0.2,40,500,0,0,400
10,0.6,0.2,50,500,0,0,400
7,0.7,0.2,0,500,0,399,1
12,0.7,0.2,10,500,0,0,400
11,0.7,0.2,20,500,0,0,400
10,0.7,0.2,30,500,0,0,400
10,0.7,0.2,40,500,0,0,400
10,0.7,0.2,50,500,0,0,400
7,0.8,0.2,0,500,0,399,1
12,0.8,0.2,10,500,0,0,400
11,0.8,0.2,20,500,0,0,400
10,0.8,0.2,30,500,0,0,400
10,0.8,0.2,40,500,0,0,400
10,0.8,0.2,50,500,0,0,400
7,0.9,0.2,0,500,0,399,1
12,0.9,0.2,10,500,0,0,400
11,0.9,0.2,20,500,0,0,400
10,0.9,0.2,30,500,0,0,400
10,0.9,0.2,40,500,0,0,400
10,0.9,0.2,50,500,0,0,400
7,1,0.2,0,500,0,399,1
11,1,0.2,10,500,0,0,400
10,1,0.2,20,500,0,0,400
10,1,0.2,30,500,0,0,400
10,1,0.2,40,500,0,0,400
10,1,0.2,50,500,0,0,400
7,0,0.3,0,500,0,349,1
7,0,0.3,10,500,0,349,1
7,0,0.3,20,500,0,349,1
7,0,0.3,30,500,0,349,1
7,0,0.3,40,500,0,349,1
7,0,0.3,50,500,0,349,1
7,0.1,0.3,0,500,0,349,1
27,0.1,0.3,10,500,0,27,323
20,0.1,0.3,20,500,0,0,350
16,0.1,0.3,30,500,0,0,350
